# id seg1 seg2 log10Jsquare_ave log10Jsquare_std J_Sti
4438 297 480 -6.63245e+00 3.04789e-01 5.983100348e-16
4439 297 516 -4.56022e+00 1.62461e-01 5.198851919e-13
4440 297 608 -4.88700e+00 1.47050e+00 6.322800365e-10
4441 297 746 -6.41687e+00 6.06429e-01 9.943384993e-13
4442 297 760 -9.82816e+00 9.59094e-01 8.078320993e-19
4443 297 828 -8.93441e+00 3.81389e-01 1.077338782e-17
4444 298 371 -4.20167e+00 2.23337e-01 1.386978601e-12
4445 298 431 -4.02510e+00 1.64724e-01 2.173496296e-11
4446 298 523 -7.24695e+00 2.40752e-01 0.000000000e+00
4447 298 555 -5.44753e+00 4.25664e-01 6.824824484e-11
4448 298 598 -6.62985e+00 2.06441e+00 8.675283498e-15
4449 298 610 -1.06527e+01 6.38471e-01 0.000000000e+00
4450 298 637 -5.21010e+00 7.00128e-01 3.863052619e-10
4451 298 641 -7.11245e+00 1.00159e-01 0.000000000e+00
4452 298 690 -4.15253e+00 1.42718e-01 4.657252790e-11
4453 298 734 -7.65974e+00 8.41777e-01 2.621600008e-13
4454 298 762 -7.83504e+00 7.69859e-01 5.992355791e-17
4455 298 976 -5.44335e+00 1.37181e-01 2.417700426e-14
4456 299 363 -8.43391e+00 8.18381e-01 4.238067729e-17
4457 299 410 -4.68094e+00 2.62281e-01 1.329005987e-10
4458 299 427 -6.85183e+00 8.92678e-01 4.279978048e-14
4459 299 467 -9.98389e+00 7.70303e-01 2.529382831e-17
4460 299 469 -4.92416e+00 3.26360e-01 3.841714701e-10
4461 299 491 -8.07235e+00 6.07303e-01 7.778225941e-14
4462 299 515 -7.63582e+00 4.98724e-01 3.710668314e-17
4463 299 667 -6.94150e+00 1.97245e+00 2.647999811e-11
4464 299 702 -4.32643e+00 2.87575e-01 1.045712523e-08
4465 299 704 -5.70573e+00 6.93794e-01 3.942441725e-08
4466 299 718 -6.64395e+00 3.28138e-01 2.345799471e-13
4467 299 824 -9.39001e+00 7.86937e-01 2.194554200e-18
4468 299 880 -7.03588e+00 1.65629e-01 8.831210035e-14
4469 299 995 -5.96038e+00 9.08871e-01 6.408313520e-09
4470 300 321 -4.55632e+00 2.51176e-01 4.969790550e-08
4471 300 351 -6.00463e+00 1.15026e-01 9.784793881e-11
4472 300 365 -4.70014e+00 1.79484e-01 4.573770073e-08
4473 300 413 -7.80289e+00 1.18959e+00 1.840430874e-16
4474 300 451 -8.47624e+00 1.28558e+00 1.566252075e-11
4475 300 584 -8.34457e+00 2.37247e-01 1.314506483e-16
4476 300 627 -4.75178e+00 4.16781e-01 2.189212708e-06
4477 300 720 -7.07811e+00 4.30940e-01 1.078857914e-09
4478 300 726 -7.91070e+00 7.54608e-01 1.377171581e-11
4479 300 774 -6.55330e+00 3.46825e-01 2.340342006e-11
4480 300 838 -6.12844e+00 5.16301e-01 9.308418601e-11
4481 300 885 -7.36443e+00 7.47393e-01 2.112618908e-10
4482 300 977 -5.38234e+00 3.24815e-01 8.086077368e-08
4483 301 327 -5.43221e+00 6.40259e-01 3.708711440e-13
4484 301 350 -7.92094e+00 5.10301e-01 1.994188810e-16
4485 301 360 -7.30805e+00 1.28437e+00 2.018586295e-12
4486 301 368 -8.95602e+00 4.53051e-01 3.586350663e-15
4487 301 466 -4.40604e+00 6.26761e-01 2.302745029e-09
4488 301 496 -6.94500e+00 9.21414e-01 2.505448035e-12
4489 301 506 -8.29641e+00 8.72764e-01 3.502005264e-13
4490 301 724 -4.74480e+00 6.46939e-01 6.687534255e-12
4491 301 744 -6.15241e+00 1.68533e+00 2.809804515e-12
4492 301 782 -1.08493e+01 4.39966e-01 2.627229034e-18
4493 301 886 -5.04200e+00 5.59880e-01 6.943236609e-12
4494 301 991 -4.10128e+00 2.84457e-01 4.891419033e-10
4495 302 354 -8.13575e+00 7.42928e-01 0.000000000e+00
4496 302 429 -9.73900e+00 5.18995e-01 2.448497282e-18
4497 302 623 -8.50192e+00 4.65318e-01 1.719862432e-18
4498 302 652 -5.67430e+00 1.80134e-01 0.000000000e+00
4499 302 663 -6.18249e+00 4.55898e-01 2.667578414e-12
4500 302 721 -4.38475e+00 3.47362e-01 1.333065533e-08
4501 302 727 -6.01058e+00 6.46938e-01 5.560734601e-09
4502 302 769 -6.73908e+00 3.55101e-01 1.522988211e-13
4503 302 806 -8.23383e+00 5.49588e-01 1.678303770e-16
4504 302 813 -2.82671e+00 2.30104e-01 8.111653360e-10
4505 302 858 -1.16984e+01 1.02775e+00 1.391824890e-18
4506 302 882 -5.68973e+00 1.56391e-01 4.280945130e-12
4507 303 311 -3.71972e+00 2.41334e-01 4.886624361e-11
4508 303 403 -3.85609e+00 1.10925e+00 6.325896387e-09
4509 303 490 -1.00466e+01 5.15337e-01 5.144669747e-17
4510 303 528 -3.86921e+00 9.73982e-02 7.461140916e-10
4511 303 598 -6.74656e+00 1.25816e+00 1.854254309e-10
4512 303 695 -5.97408e+00 5.55924e-01 1.113414028e-11
4513 303 700 -4.68961e+00 3.76699e-01 2.434866583e-09
4514 303 705 -6.66929e+00 6.01861e-01 1.895791328e-10
4515 303 738 -4.20090e+00 1.82126e-01 7.731447892e-10
4516 303 750 -8.68520e+00 3.54195e-01 3.030010755e-18
4517 303 985 -6.58452e+00 1.28922e-01 8.875389620e-14
4518 303 998 -6.97460e+00 9.62014e-01 3.352369716e-14
4519 304 315 -7.60352e+00 4.83280e-01 5.890066552e-13
4520 304 373 -9.71018e+00 1.02127e-01 2.400134031e-18
4521 304 396 -6.30832e+00 8.28194e-01 2.235918382e-09
4522 304 408 -5.33216e+00 8.98365e-01 4.294454248e-05
4523 304 412 -5.13987e+00 9.26022e-01 2.698903847e-09
4524 304 441 -6.64511e+00 2.85286e-01 2.278602271e-15
4525 304 551 -7.72509e+00 5.51314e-01 2.989985064e-10
4526 304 565 -3.72887e+00 2.70644e-01 3.252094809e-06
4527 304 567 -4.24201e+00 2.46922e-01 2.303969706e-06
4528 304 648 -6.42850e+00 1.75956e-01 5.256620804e-10
4529 304 655 -6.79322e+00 5.35526e-01 9.183934034e-13
4530 304 715 -4.81364e+00 1.51441e-01 2.165015350e-10
4531 304 739 -9.72835e+00 4.07774e-01 1.758203269e-18
4532 304 775 -3.98412e+00 2.26283e-01 1.043551334e-06
4533 304 911 -9.82190e+00 5.57758e-01 1.108369648e-13
4534 305 314 -5.71422e+00 2.00361e+00 3.056398628e-07
4535 305 364 -6.44234e+00 5.29091e-01 2.663510486e-09
4536 305 527 -3.05257e+00 2.19137e-01 1.380153010e-08
4537 305 563 -6.29834e+00 1.18341e+00 1.008208661e-11
4538 305 581 -1.20757e+01 2.48604e+00 2.667100707e-16
4539 305 661 -5.98896e+00 3.11229e-01 9.238750370e-12
4540 305 674 -4.29128e+00 1.01765e-01 6.674654979e-09
4541 305 703 -6.50483e+00 1.04892e+00 8.400301740e-09
4542 305 778 -5.27262e+00 2.97882e-01 2.889567157e-10
4543 305 844 -8.35099e+00 3.09794e-01 7.794751098e-14
4544 305 850 -6.58898e+00 8.47213e-01 1.293938275e-07
4545 305 851 -9.36832e+00 6.18669e-01 2.845699318e-18
4546 305 854 -5.97092e+00 1.27315e+00 4.261738991e-12
4547 305 969 -5.76655e+00 1.45195e-01 9.734198803e-17
4548 305 983 -8.53863e+00 1.34476e+00 2.012018993e-14
4549 306 336 -5.32774e+00 3.97941e-01 2.028410998e-06
4550 306 375 -8.46450e+00 3.51456e-01 3.709991931e-18
4551 306 434 -9.34641e+00 6.29680e-01 8.414767653e-16
4552 306 462 -5.69846e+00 9.05477e-02 3.584425413e-11
4553 306 489 -6.38365e+00 1.31249e-01 6.361584686e-12
4554 306 538 -6.25463e+00 3.09856e-01 3.175834687e-11
4555 306 633 -1.18245e+01 1.92079e+00 1.058514888e-18
4556 306 685 -6.24253e+00 4.99207e-01 2.784520870e-13
4557 306 955 -3.72409e+00 1.47110e-01 2.740632611e-07
4558 306 974 -6.96493e+00 1.34460e-01 3.846170427e-14
4559 306 990 -8.07715e+00 2.54505e-01 7.129573513e-15
4560 307 335 -6.42150e+00 6.90858e-01 7.208063596e-11
4561 307 388 -9.28269e+00 7.62362e-01 4.285145293e-18
4562 307 521 -8.32751e+00 2.33757e-01 2.191707591e-19
4563 307 524 -7.00502e+00 3.69924e-01 3.172432115e-10
4564 307 540 -7.26477e+00 6.56000e-01 1.337066055e-11
4565 307 541 -3.35404e+00 4.59628e-01 1.824088027e-07
4566 307 605 -4.79933e+00 1.27305e+00 4.133696814e-07
4567 307 623 -6.83301e+00 8.35365e-01 0.000000000e+00
4568 307 658 -5.97883e+00 5.56634e-01 0.000000000e+00
4569 307 686 -5.71772e+00 4.87902e-01 0.000000000e+00
4570 307 769 -7.44392e+00 5.15055e-01 0.000000000e+00
4571 307 830 -8.32169e+00 1.88004e-01 5.645574915e-16
4572 307 902 -7.09686e+00 6.33872e-01 0.000000000e+00
4573 307 978 -5.53349e+00 1.70541e-01 0.000000000e+00
4574 308 331 -8.81083e+00 5.29031e-01 2.005241316e-17
4575 308 380 -7.19026e+00 3.13398e-01 7.971649010e-14
4576 308 493 -7.62424e+00 5.92536e-01 2.763613970e-16
4577 308 503 -6.15929e+00 2.61506e-01 4.903909861e-11
4578 308 526 -6.21576e+00 6.45413e-01 1.933881941e-12
4579 308 707 -6.38867e+00 2.00682e-01 3.400021036e-14
4580 308 763 -5.74253e+00 4.06742e-01 9.045810286e-10
4581 308 768 -8.01122e+00 5.63663e-01 1.918016510e-11
4582 308 801 -8.06885e+00 3.56755e-01 6.335983324e-14
4583 308 930 -4.27169e+00 4.55100e-01 5.253746533e-09
4584 308 935 -7.27964e+00 9.32897e-01 0.000000000e+00
4585 308 952 -9.71158e+00 1.81685e+00 0.000000000e+00
4586 309 323 -3.65739e+00 3.77560e-01 1.358525617e-05
4587 309 382 -6.78243e+00 5.23317e-01 4.065185817e-13
4588 309 401 -5.14479e+00 1.70002e-01 5.233563402e-12
4589 309 494 -4.18282e+00 5.59099e-01 2.708152617e-06
4590 309 723 -3.97964e+00 3.52023e-02 6.186068075e-09
4591 309 784 -4.35790e+00 1.02071e-01 1.956766096e-10
4592 309 863 -7.15512e+00 3.56721e-01 1.104653153e-12
4593 309 917 -4.93948e+00 7.44545e-01 3.328481390e-04
4594 309 922 -7.72445e+00 3.53718e-01 1.061119999e-15
4595 309 924 -7.43367e+00 4.66804e-01 2.637920105e-12
4596 309 931 -1.02731e+01 1.35513e-01 1.672863490e-18
4597 310 376 -3.73018e+00 2.51482e-01 2.594179383e-09
4598 310 419 -8.73850e+00 1.51709e+00 3.884702112e-09
4599 310 440 -5.09499e+00 4.34354e-01 3.803170207e-11
4600 310 481 -5.08663e+00 1.83205e-01 7.689038880e-09
4601 310 612 -8.54585e+00 8.67020e-01 1.109639523e-17
4602 310 693 -7.96607e+00 1.51440e-01 9.261376877e-17
4603 310 873 -6.47848e+00 4.21144e-01 8.592201338e-10
4604 310 892 -4.98314e+00 6.77439e-01 2.441506486e-07
4605 310 897 -9.42927e+00 1.08838e+00 7.339906225e-17
4606 310 972 -8.05827e+00 7.69685e-01 1.096804120e-11
4607 310 979 -1.04455e+01 2.55091e-01 1.244890094e-17
4608 310 980 -9.16026e+00 6.36169e-01 1.893868115e-14
4609 311 403 -7.32814e+00 4.39920e-01 1.314023765e-14
4610 311 490 -6.39407e+00 3.03262e-01 5.965864867e-13
4611 311 528 -4.01774e+00 1.68873e-01 1.110976178e-11
4612 311 598 -7.74085e+00 9.16153e-01 1.707600221e-16
4613 311 690 -5.41805e+00 4.05961e-01 4.148291392e-15
4614 311 700 -4.10135e+00 3.72028e-01 9.361459393e-10
4615 311 711 -5.90424e+00 9.09525e-02 1.768317675e-13
4616 311 738 -7.26092e+00 3.49975e-01 3.629376573e-17
4617 311 919 -3.74244e+00 3.24053e-01 4.980855695e-09
4618 311 928 -4.39648e+00 3.05414e-01 1.376649593e-09
4619 311 985 -6.35321e+00 1.57330e-01 9.237005866e-15
4620 312 349 -5.55315e+00 4.82637e-01 5.211948785e-10
4621 312 355 -6.27770e+00 2.64727e-01 6.406344295e-14
4622 312 390 -7.68585e+00 8.46065e-01 1.871677664e-16
4623 312 525 -6.31800e+00 5.85568e-01 4.521516881e-12
4624 312 564 -4.61948e+00 3.18341e-01 1.138239854e-09
4625 312 615 -3.31094e+00 3.68164e-01 1.356881515e-08
4626 312 635 -7.81236e+00 1.66446e+00 1.515915157e-11
4627 312 809 -6.40593e+00 7.42697e-01 1.274183139e-08
4628 312 819 -1.01400e+01 6.92175e-01 4.508933400e-17
4629 312 835 -1.04518e+01 8.79765e-01 1.239179015e-17
4630 312 884 -5.33740e+00 4.92942e-01 7.545483449e-11
4631 312 971 -8.29972e+00 1.11186e+00 3.517506442e-11
4632 312 975 -7.09291e+00 1.22527e+00 4.791491266e-07
4633 313 314 -6.54811e+00 3.02688e-01 1.066936124e-15
4634 313 490 -3.65939e+00 2.08380e-01 1.608731385e-10
4635 313 504 -8.78650e+00 4.36272e-01 7.083418612e-18
4636 313 581 -5.50578e+00 1.84306e-01 2.155872207e-15
4637 313 695 -5.27711e+00 6.28023e-01 5.358450675e-12
4638 313 700 -6.31102e+00 3.33224e-01 2.695539429e-15
4639 313 713 -6.86367e+00 7.79394e-01 1.323038053e-17
4640 313 738 -4.58236e+00 3.12506e-01 9.436236285e-13
4641 313 792 -8.21788e+00 7.45063e-01 2.877286943e-18
4642 313 795 -5.40565e+00 1.52841e+00 1.266775960e-12
4643 313 811 -7.48447e+00 2.08302e-01 1.898377958e-19
4644 313 844 -7.93259e+00 1.18927e+00 1.213084367e-16
4645 313 893 -6.45237e+00 3.57754e-01 2.774380982e-15
4646 313 915 -5.41711e+00 1.05755e+00 7.272591106e-12
4647 313 919 -7.81889e+00 7.79385e-01 8.848054707e-18
4648 314 504 -4.88110e+00 4.72772e-02 2.465666298e-14
4649 314 527 -5.35588e+00 6.23418e-01 1.261913037e-10
4650 314 563 -4.02747e+00 9.64838e-02 9.787203193e-10
4651 314 577 -5.87012e+00 4.03408e-01 4.731844687e-12
4652 314 581 -4.97166e+00 2.18254e-01 2.497802019e-10
4653 314 778 -8.14578e+00 6.20458e-01 2.141561183e-16
4654 314 844 -4.70305e+00 1.07204e+00 3.261685633e-07
4655 314 969 -5.90077e+00 1.61481e-01 5.021755464e-16
4656 315 441 -3.86903e+00 1.53934e-01 1.928376143e-08
4657 315 457 -6.56849e+00 5.94038e-01 2.232684197e-12
4658 315 514 -9.45092e+00 5.37833e-01 1.527804155e-16
4659 315 567 -5.99692e+00 7.28651e-01 3.374931355e-08
4660 315 582 -5.72794e+00 1.52820e-01 1.444049420e-13
4661 315 617 -6.07257e+00 4.08899e-01 3.425935202e-11
4662 315 622 -8.71463e+00 4.33625e-01 1.165460491e-14
4663 315 671 -5.90214e+00 4.05316e-01 3.071534910e-13
4664 315 715 -3.66633e+00 1.21937e-01 8.481776284e-10
4665 315 775 -6.72210e+00 3.17689e-01 1.617805388e-11
4666 315 831 -6.77259e+00 1.28018e+00 6.256792702e-11
4667 315 901 -7.90109e+00 5.36259e-01 1.142007540e-15
4668 315 965 -7.50824e+00 5.17881e-01 1.841546869e-14
4669 316 318 -4.59464e+00 1.34343e-01 1.547692127e-13
4670 316 322 -7.73153e+00 1.26759e+00 6.655590219e-18
4671 316 324 -5.13426e+00 8.38273e-01 1.009313033e-09
4672 316 330 -5.34549e+00 7.57115e-01 1.101662054e-12
4673 316 460 -8.61161e+00 1.92164e-01 2.996388956e-17
4674 316 492 -8.78553e+00 7.54601e-01 1.397287439e-19
4675 316 568 -4.88901e+00 2.42289e-01 1.278526864e-10
4676 316 571 -5.53680e+00 2.41391e-01 3.874016437e-12
4677 316 649 -6.31057e+00 1.09721e-01 3.154691698e-15
4678 316 757 -5.45284e+00 2.98621e-01 4.139585536e-11
4679 316 840 -7.27665e+00 3.86894e-01 3.403465856e-15
4680 316 845 -8.65394e+00 6.19999e-01 3.226712561e-18
4681 316 905 -7.72323e+00 2.79858e-01 4.146748214e-17
4682 316 926 -8.29879e+00 4.72300e-01 1.001741592e-15
4683 316 932 -4.91618e+00 9.31973e-01 7.131259431e-10
4684 316 934 -5.12412e+00 2.26986e-01 7.499745401e-11
4685 317 332 -6.61144e+00 1.22773e+00 1.549104322e-13
4686 317 381 -5.79531e+00 3.43754e-01 2.039333987e-12
4687 317 394 -7.46940e+00 2.37041e-01 3.970312772e-16
4688 317 500 -8.37051e+00 9.81136e-01 6.969618731e-18
4689 317 599 -5.00728e+00 4.40668e-01 2.425809539e-06
4690 317 644 -7.49949e+00 2.19394e-01 7.175490352e-16
4691 317 654 -4.32597e+00 8.36155e-01 5.864251940e-07
4692 317 800 -3.50794e+00 2.03308e-01 1.152928569e-07
4693 317 997 -6.28355e+00 3.52945e-01 6.297612635e-11
4694 318 322 -7.79258e+00 3.70992e-01 1.629374413e-18
4695 318 458 -9.44518e+00 3.46230e-01 1.035719348e-17
4696 318 474 -7.62282e+00 1.05814e+00 2.186815759e-13
4697 318 492 -5.70589e+00 7.86717e-01 3.102798351e-13
4698 318 521 -7.31416e+00 3.28161e-01 1.500968786e-13
4699 318 568 -7.71493e+00 5.79023e-01 8.996048888e-16
4700 318 680 -4.66114e+00 2.70108e-01 4.373620232e-09
4701 318 743 -8.35471e+00 1.06002e+00 4.795608440e-17
4702 318 755 -4.37097e+00 4.43220e-01 9.436909206e-09
4703 318 810 -8.19864e+00 8.09791e-01 3.090902972e-16
4704 318 828 -6.70276e+00 1.28507e-01 2.415309878e-13
4705 318 840 -5.43947e+00 8.47730e-01 1.135657444e-10
4706 318 932 -6.17828e+00 5.26393e-01 8.055661856e-12
4707 318 934 -5.70313e+00 2.51669e-01 2.382433543e-11
4708 318 943 -5.89707e+00 3.39439e-01 5.813249033e-12
4709 319 392 -8.48933e+00 1.28269e+00 8.494224649e-12
4710 319 406 -8.30924e+00 2.70780e-01 3.732205594e-11
4711 319 416 -4.66406e+00 1.89826e-01 1.188777873e-09
4712 319 432 -6.46313e+00 9.17644e-02 4.653704034e-09
4713 319 488 -4.56721e+00 4.99691e-01 1.802716368e-08
4714 319 689 -7.49614e+00 8.00911e-02 1.861049624e-10
4715 319 753 -4.69846e+00 1.84571e-01 3.728087815e-05
4716 319 770 -3.01987e+00 1.94675e-01 8.084697035e-09
4717 319 834 -6.03397e+00 7.82811e-01 1.543672162e-07
4718 319 888 -3.75218e+00 6.06207e-01 1.148292549e-04
4719 319 901 -6.49052e+00 1.28967e-01 1.008671302e-12
4720 320 470 -7.50469e+00 1.31152e+00 0.000000000e+00
4721 320 532 -6.08302e+00 3.48386e-01 2.457478869e-15
4722 320 602 -3.50933e+00 6.71639e-02 0.000000000e+00
4723 320 624 -1.10507e+01 4.54525e-01 3.944483325e-19
4724 320 639 -5.02205e+00 2.04756e-01 0.000000000e+00
4725 320 657 -7.50409e+00 1.98297e-01 0.000000000e+00
4726 320 699 -7.54960e+00 7.82215e-01 0.000000000e+00
4727 320 750 -6.40437e+00 1.28115e+00 6.503756307e-17
4728 320 786 -7.50344e+00 1.08356e+00 0.000000000e+00
4729 320 895 -5.39440e+00 1.07212e+00 0.000000000e+00
4730 320 913 -4.72059e+00 1.16132e-01 2.648910986e-11
4731 320 944 -7.37359e+00 7.25705e-01 0.000000000e+00
4732 320 998 -4.83811e+00 4.21734e-01 6.549491221e-18
4733 321 365 -5.39064e+00 1.67125e+00 4.041206462e-09
4734 321 373 -4.00287e+00 2.43042e-01 6.128049282e-07
4735 321 683 -4.93907e+00 1.13921e-01 3.854572677e-10
4736 321 697 -4.79066e+00 1.28295e-01 5.446677695e-09
4737 321 720 -6.13255e+00 4.80347e-01 2.029343926e-07
4738 321 726 -8.53585e+00 7.33234e-01 1.069184914e-15
4739 321 752 -6.95579e+00 4.09580e-01 3.723886683e-13
4740 321 885 -4.01771e+00 4.16418e-01 1.414557224e-06
4741 321 940 -5.55423e+00 1.45380e-01 1.578836801e-11
4742 321 977 -9.43745e+00 4.46865e-01 5.290651181e-18
4743 322 413 -6.91000e+00 3.16664e-01 1.440940001e-15
4744 322 492 -4.69932e+00 2.56141e-01 7.096885658e-12
4745 322 647 -6.12343e+00 2.54467e-01 7.463416723e-16
4746 322 649 -4.54711e+00 8.99385e-01 1.582914425e-09
4747 322 713 -8.05603e+00 3.89169e-01 1.753217605e-16
4748 322 807 -6.13817e+00 5.24487e-01 1.592667491e-12
4749 322 845 -7.26283e+00 7.42104e-01 9.064219778e-16
4750 322 851 -6.64378e+00 9.60702e-01 2.461980422e-14
4751 322 889 -4.19514e+00 1.67919e-01 9.490171263e-11
4752 322 905 -4.65703e+00 5.35006e-01 3.676276824e-10
4753 322 925 -5.95124e+00 1.77375e-01 4.593284455e-13
4754 322 932 -8.48667e+00 1.70782e-01 2.223152280e-18
4755 322 934 -7.09818e+00 9.52687e-01 2.404240898e-12
4756 322 981 -7.62448e+00 9.63063e-01 8.273156554e-15
4757 323 379 -6.75728e+00 2.54781e-01 4.788388009e-10
4758 323 382 -6.29896e+00 3.47325e-01 2.552482206e-13
4759 323 401 -8.01901e+00 4.82436e-01 7.063783014e-17
4760 323 471 -6.53305e+00 3.10447e-01 3.265661839e-12
4761 323 494 -8.58689e+00 1.75452e+00 6.356354661e-09
4762 323 622 -6.45903e+00 6.95678e-01 6.106250271e-10
4763 323 723 -4.58641e+00 4.53223e-01 2.785543749e-08
4764 323 734 -8.90780e+00 8.48904e-01 2.168140998e-11
4765 323 762 -5.49709e+00 4.42070e-01 1.698565948e-09
4766 323 863 -4.57575e+00 1.14657e+00 5.132158669e-06
4767 324 330 -7.12385e+00 6.69520e-01 4.823417937e-11
4768 324 397 -5.76981e+00 4.13065e-01 1.251423899e-06
4769 324 460 -6.05375e+00 8.12789e-02 1.802147646e-09
4770 324 461 -5.63006e+00 5.18447e-01 5.781430776e-06
4771 324 649 -9.25229e+00 7.80346e-01 9.605698162e-17
4772 324 722 -1.02688e+01 1.22034e+00 8.917486713e-14
4773 324 757 -9.52924e+00 2.96334e-01 1.583881964e-14
4774 324 774 -6.59425e+00 1.19075e+00 2.086517120e-07
4775 324 845 -7.64331e+00 7.90351e-01 4.596644709e-14
4776 324 905 -3.99620e+00 5.24324e-01 5.741813471e-08
4777 324 926 -7.90413e+00 2.77726e-01 2.277827150e-11
4778 324 932 -8.21651e+00 8.23996e-01 1.764813863e-11
4779 324 938 -3.05147e+00 1.17493e-01 2.612974280e-05
4780 325 338 -3.91761e+00 2.82229e-01 1.093445579e-08
4781 325 470 -7.64980e+00 7.13945e-01 0.000000000e+00
4782 325 495 -5.71508e+00 8.03374e-01 6.867635209e-11
4783 325 591 -7.46919e+00 1.16040e+00 0.000000000e+00
4784 325 705 -8.51918e+00 3.68970e-01 6.642694235e-18
4785 325 736 -6.92792e+00 1.08312e-01 7.691690022e-15
4786 325 792 -5.21865e+00 5.73272e-01 3.187946860e-09
4787 325 833 -5.15314e+00 1.43015e+00 6.712368662e-13
4788 325 837 -3.67672e+00 5.68015e-01 2.500771852e-11
4789 325 847 -6.33996e+00 8.14647e-01 7.674974280e-12
4790 325 960 -4.78162e+00 2.99509e-01 2.662141301e-10
4791 326 343 -6.22076e+00 4.28604e-01 8.277857593e-11
4792 326 386 -1.04796e+01 4.67523e-01 1.118461479e-18
4793 326 420 -7.20185e+00 9.96066e-01 6.720526764e-18
4794 326 444 -7.03042e+00 3.47304e-01 0.000000000e+00
4795 326 449 -3.44979e+00 2.11057e-01 4.478929444e-12
4796 326 516 -2.83746e+00 2.73859e-01 1.606623913e-11
4797 326 518 -3.19515e+00 1.52636e-01 4.897054895e-12
4798 326 532 -7.50804e+00 2.17753e-01 2.494980928e-16
4799 326 562 -6.03479e+00 4.53142e-01 1.815531759e-13
4800 326 740 -8.20531e+00 5.34121e-01 4.181730830e-18
4801 326 828 -8.16864e+00 3.83958e-01 9.433756785e-17
4802 326 964 -6.05052e+00 6.72927e-01 5.679803551e-11
4803 327 336 -7.06243e+00 6.59589e-01 1.178799566e-12
4804 327 350 -7.01124e+00 2.11890e-01 3.453668304e-14
4805 327 360 -7.96136e+00 6.26797e-01 1.124862742e-13
4806 327 368 -6.12657e+00 3.07331e-01 1.853748322e-08
4807 327 462 -4.55110e+00 4.81670e-01 1.636660690e-08
4808 327 466 -5.85282e+00 4.04501e-01 1.302767696e-11
4809 327 496 -5.63691e+00 1.19892e-01 2.250632078e-09
4810 327 507 -7.48591e+00 5.51581e-01 1.587874707e-17
4811 327 545 -5.62062e+00 2.11112e-01 1.002737932e-08
4812 327 724 -3.21498e+00 3.68930e-01 5.352165268e-07
4813 327 788 -4.39319e+00 2.85240e-01 9.808073309e-08
4814 327 886 -8.12046e+00 1.90947e-01 1.058637323e-18
4815 327 903 -4.71614e+00 4.65834e-01 2.194326851e-09
4816 327 989 -4.42413e+00 3.69299e-01 1.665939026e-08
4817 328 354 -5.27765e+00 2.68427e-01 0.000000000e+00
4818 328 384 -3.97947e+00 2.78017e-01 2.086974936e-09
4819 328 491 -8.81260e+00 7.65202e-01 3.369245853e-14
4820 328 501 -4.19127e+00 2.00675e-01 0.000000000e+00
4821 328 653 -9.01339e+00 1.97129e+00 4.682954156e-09
4822 328 806 -7.58328e+00 1.92866e+00 5.596008300e-09
4823 328 864 -7.38719e+00 6.37023e-01 2.308503801e-11
4824 328 902 -7.82735e+00 2.50204e-01 0.000000000e+00
4825 328 908 -5.07109e+00 1.01392e-01 0.000000000e+00
4826 328 982 -5.75423e+00 5.82597e-01 0.000000000e+00
4827 329 390 -9.89226e+00 1.12371e+00 2.591587676e-18
4828 329 411 -5.67596e+00 1.95091e-01 2.513080641e-14
4829 329 507 -4.04882e+00 1.17590e-01 7.283929361e-13
4830 329 515 -8.46055e+00 8.35733e-02 2.664700540e-18
4831 329 554 -7.53948e+00 7.34461e-01 3.603134121e-15
4832 329 558 -7.84277e+00 6.24561e-01 3.811680576e-13
4833 329 646 -8.75522e+00 1.28693e+00 2.790292862e-16
4834 329 709 -5.47555e+00 6.85441e-01 1.496568140e-11
4835 329 756 -5.01248e+00 1.19723e+00 5.049293555e-06
4836 329 817 -3.41699e+00 1.37683e-01 4.105869101e-08
4837 329 948 -4.48495e+00 2.42489e-01 3.130020466e-09
4838 329 963 -5.45665e+00 5.53604e-01 1.295381902e-11
4839 330 458 -5.52951e+00 7.09101e-01 2.243220973e-07
4840 330 509 -1.24014e+01 9.52208e-01 4.267150746e-18
4841 330 568 -6.19997e+00 5.18856e-01 6.427757628e-11
4842 330 571 -4.96534e+00 8.52594e-01 3.004802281e-06
4843 330 632 -4.89309e+00 1.67669e-01 2.430191028e-06
4844 330 743 -6.34220e+00 6.51095e-01 2.900436889e-12
4845 330 757 -3.69796e+00 1.18259e-01 8.083875323e-06
4846 330 840 -1.05157e+01 8.91336e-01 3.558560183e-18
4847 330 855 -6.66182e+00 3.28414e-01 5.217397471e-12
4848 330 932 -2.97985e+00 3.04940e-01 6.579092286e-06
4849 331 399 -6.78475e+00 1.37528e+00 1.794231405e-09
4850 331 414 -7.73223e+00 1.01455e+00 4.976853408e-12
4851 331 454 -6.26546e+00 5.50328e-01 6.926481201e-14
4852 331 493 -4.53307e+00 4.52429e-01 3.426995145e-08
4853 331 503 -9.41969e+00 8.96811e-01 1.513137778e-18
4854 331 526 -5.31490e+00 4.53898e-01 1.088138031e-10
4855 331 606 -5.25640e+00 2.32623e-01 3.196839147e-11
4856 331 789 -2.66328e+00 1.48082e-01 6.467070400e-10
4857 331 870 -5.36681e+00 2.02920e-01 5.851354838e-08
4858 331 878 -5.45196e+00 4.13028e-01 1.790466638e-11
4859 331 899 -8.03649e+00 2.71211e-01 1.143579558e-16
4860 331 910 -5.92900e+00 4.91644e-01 2.444880537e-11
